User_ID,Age,Gender,Location,Total_Purchases,Average_Spending,Product_ID,Product_Name,Brand,Product_Type,Category,Price,Rating,Discount,Search_Query,Time_Spent_On_Product,Click_Count,Cart_Added,Bought
U4595,41,Female,Chennai,84,37446.76,P44603,OnePlus ComfortPro Prime,OnePlus,Smartphone,Electronics,66742.91,4.4,18,smartphone,4,14,No,0
U1562,33,Male,Chennai,15,35333.95,P71682,Dove ComfortPro Prime,Dove,Shampoo,Beauty,81427.44,2.9,41,shampoo,33,28,Yes,1
U6617,29,Female,Pune,77,4306.18,P52198,Pantene AirFlex Core,Pantene,Shampoo,Beauty,89656.04,4.9,7,shampoo,48,10,Yes,1
U7258,45,Male,Bangalore,71,30765.15,P14750,Puma UrbanStep Fusion,Puma,Sneakers,Sports,31788.12,4.4,9,sneakers,5,8,No,0
U4161,25,Female,Bangalore,23,36392.95,P16339,Dove UrbanStep Fusion,Dove,Shampoo,Beauty,15237.52,3.0,44,shampoo,56,32,Yes,1
U9646,30,Male,Chennai,6,20898.42,P83529,Mamaearth AirFlex Max,Mamaearth,Shampoo,Beauty,53913.46,2.6,40,shampoo,30,25,No,0
U8582,28,Male,Chennai,51,8596.88,P70562,Apple PowerRun Edge,Apple,Smartphone,Electronics,66615.0,3.5,22,smartphone,49,10,Yes,1
U9450,39,Male,Delhi,80,42724.67,P73870,Lenovo SmartFit Neo,Lenovo,Laptop,Electronics,49620.23,3.6,4,laptop,13,12,Yes,1
U8438,44,Male,Delhi,27,29727.06,P95678,Zara VisionX Active,Zara,T-Shirt,Clothing,52236.36,3.4,17,t-shirt,32,8,Yes,0
U5185,35,Male,Mumbai,94,25857.57,P38243,OnePlus VisionX Prime,OnePlus,Smartphone,Electronics,93626.18,3.2,19,smartphone,49,12,No,0
U5557,35,Male,Bangalore,83,16939.43,P99789,Boat AirFlex Advance,Boat,Headphones,Electronics,63461.11,4.2,39,headphones,16,1,No,0
U1086,35,Male,Hyderabad,18,31246.23,P12935,Mamaearth SmartFit Elite,Mamaearth,Shampoo,Beauty,79292.3,4.8,16,shampoo,60,33,No,0
U2464,24,Female,Mumbai,84,41030.34,P45084,Adidas TrailBlaze Ultra,Adidas,Running Shoes,Sports,1142.09,3.1,25,running shoes,32,30,No,0
U1183,48,Female,Pune,28,31950.52,P16030,Apple TrailBlaze Active,Apple,Smartphone,Electronics,41734.97,4.0,15,smartphone,6,14,No,0
U6363,46,Female,Mumbai,6,13132.98,P16084,Apple PowerRun Max,Apple,Smartphone,Electronics,89848.4,3.6,20,smartphone,18,1,No,0
U8210,60,Male,Hyderabad,85,21929.37,P65336,Dove TrailBlaze Prime,Dove,Shampoo,Beauty,17731.84,5.0,32,shampoo,24,3,No,0
U6710,37,Male,Delhi,37,11692.33,P39471,Adidas PowerRun Pro X,Adidas,Running Shoes,Sports,25217.11,4.8,20,running shoes,1,30,No,0
U2259,53,Female,Pune,54,17136.77,P33128,L'Oreal AirFlex Edge,L'Oreal,Shampoo,Beauty,95607.81,3.6,1,shampoo,59,20,Yes,1
U3288,28,Male,Kolkata,12,43318.53,P41598,Dove HyperBoost Fusion,Dove,Shampoo,Beauty,78030.46,3.5,45,shampoo,10,35,Yes,1
U9648,22,Female,Kolkata,20,9820.91,P94320,OnePlus UrbanStep Advance,OnePlus,Smartphone,Electronics,5068.11,4.4,53,smartphone,30,40,Yes,1
U1180,29,Male,Hyderabad,22,42703.36,P82357,Zara TrailBlaze Advance,Zara,T-Shirt,Clothing,35582.62,4.3,16,t-shirt,26,20,Yes,1
U3812,43,Male,Pune,11,1943.74,P94632,Mamaearth SmartFit Advance,Mamaearth,Shampoo,Beauty,79510.75,2.7,57,shampoo,50,9,No,0
U3569,26,Female,Delhi,99,9703.74,P44466,HP AirFlex Advance,HP,Laptop,Electronics,4316.65,3.5,14,laptop,5,29,No,0
U2932,35,Male,Pune,37,35436.84,P63423,Puma ComfortPro Ultra,Puma,Sneakers,Sports,61869.3,3.0,9,sneakers,16,16,Yes,0
U4304,47,Female,Mumbai,74,2041.37,P72787,Adidas VisionX Neo,Adidas,Running Shoes,Sports,90194.81,2.8,36,running shoes,19,11,Yes,0
U8217,40,Female,Chennai,29,4810.26,P77020,Puma VisionX Advance,Puma,Sneakers,Sports,90607.15,3.9,3,sneakers,7,37,Yes,1
U9835,56,Male,Mumbai,47,22125.53,P31443,OnePlus PowerRun Pro X,OnePlus,Smartphone,Electronics,11099.35,3.9,25,smartphone,8,2,Yes,1
U6309,42,Female,Pune,35,21189.15,P89882,Samsung SmartFit Pro X,Samsung,Smartphone,Electronics,20712.9,3.2,39,smartphone,14,38,No,0
U6719,21,Male,Bangalore,52,13451.06,P74607,Levi's AirFlex Plus,Levi's,Jeans,Clothing,4186.76,3.8,29,jeans,45,40,Yes,1
U9354,23,Male,Mumbai,93,47981.78,P26333,Puma UrbanStep Core,Puma,Sneakers,Sports,49969.56,3.5,48,sneakers,11,8,Yes,1
U5673,29,Male,Hyderabad,42,9680.38,P57595,HP SmartFit Advance,HP,Laptop,Electronics,64230.26,4.0,22,laptop,16,26,No,0
U4965,49,Male,Pune,16,6395.97,P75152,Dove VisionX Advance,Dove,Shampoo,Beauty,17479.81,4.8,21,shampoo,35,32,Yes,1
U2610,34,Male,Kolkata,34,27456.12,P48603,Adidas VisionX Pro X,Adidas,Running Shoes,Sports,65463.79,2.6,16,running shoes,30,39,Yes,0
U1800,48,Male,Chennai,36,40447.06,P60602,Puma ComfortPro Advance,Puma,Sneakers,Sports,23143.03,3.1,14,sneakers,5,24,No,0
U1329,56,Male,Delhi,78,20427.82,P84351,Mamaearth PowerRun Advance,Mamaearth,Shampoo,Beauty,73891.7,4.3,30,shampoo,35,35,Yes,1
U3129,57,Female,Mumbai,56,32560.77,P10641,L'Oreal VisionX Edge,L'Oreal,Shampoo,Beauty,41973.67,3.8,5,shampoo,9,14,Yes,1
U4281,35,Female,Pune,10,44227.75,P47919,HP AirFlex Active,HP,Laptop,Electronics,11104.61,3.8,33,laptop,33,10,Yes,1
U1103,31,Male,Pune,66,26006.78,P42966,Apple VisionX Neo,Apple,Smartphone,Electronics,13103.3,5.0,9,smartphone,55,20,No,0
U8632,49,Male,Chennai,94,28889.46,P97871,Pantene HyperBoost Advance,Pantene,Shampoo,Beauty,57349.95,4.0,14,shampoo,30,1,Yes,1
U4512,31,Female,Kolkata,96,673.64,P90303,HP TrailBlaze Active,HP,Laptop,Electronics,63457.1,3.9,49,laptop,3,10,No,0
U1300,56,Male,Bangalore,43,45285.45,P94814,Samsung HyperBoost Core,Samsung,Smartphone,Electronics,1451.41,2.7,46,smartphone,36,15,No,0
U1256,27,Male,Bangalore,21,36768.72,P60300,Puma SmartFit Plus,Puma,Sneakers,Sports,52372.31,4.5,14,sneakers,55,22,No,0
U6657,34,Male,Hyderabad,76,23632.83,P46986,Boat ComfortPro Prime,Boat,Headphones,Electronics,82552.91,4.1,57,headphones,48,38,Yes,1
U8376,58,Female,Mumbai,53,35946.62,P65369,Nike AirFlex Prime,Nike,Running Shoes,Sports,99970.54,4.6,42,running shoes,39,19,No,1
U8667,24,Female,Hyderabad,100,12741.54,P88987,Puma AirFlex Fusion,Puma,Sneakers,Sports,952.03,3.9,23,sneakers,55,32,Yes,1
U6861,27,Female,Bangalore,5,42979.92,P40555,Pantene SmartFit Prime,Pantene,Shampoo,Beauty,19759.6,2.6,31,shampoo,22,40,No,0
U4121,27,Male,Bangalore,30,49390.83,P55691,Nike UrbanStep Max,Nike,Running Shoes,Sports,57090.46,3.5,59,running shoes,25,37,Yes,1
U3114,43,Female,Delhi,21,3710.37,P61845,OnePlus TrailBlaze Neo,OnePlus,Smartphone,Electronics,54519.47,2.5,22,smartphone,12,5,No,0
U5291,31,Male,Bangalore,78,44718.71,P69521,Apple HyperBoost Elite,Apple,Smartphone,Electronics,41059.48,3.7,54,smartphone,47,14,Yes,1
U4856,41,Male,Delhi,64,7903.05,P42801,Puma VisionX Active,Puma,Sneakers,Sports,48581.22,4.1,39,sneakers,1,35,Yes,0
U6490,44,Female,Mumbai,95,36916.78,P88120,Pantene PowerRun Plus,Pantene,Shampoo,Beauty,73272.25,2.8,27,shampoo,29,12,No,0
U5295,18,Female,Bangalore,16,38886.14,P38773,Boat AirFlex Core,Boat,Headphones,Electronics,41064.12,4.1,43,headphones,39,39,Yes,1
U4653,52,Male,Mumbai,13,41537.33,P82618,L'Oreal ComfortPro Advance,L'Oreal,Shampoo,Beauty,30839.69,3.0,30,shampoo,15,29,Yes,0
U6148,34,Female,Delhi,100,18006.98,P95731,Lenovo ComfortPro Pro X,Lenovo,Laptop,Electronics,29798.72,2.8,38,laptop,51,5,Yes,0
U3004,48,Male,Kolkata,36,23372.29,P73701,Mamaearth HyperBoost Pro X,Mamaearth,Shampoo,Beauty,60283.12,4.1,16,shampoo,21,30,No,0
U1210,38,Female,Delhi,44,22940.7,P87864,L'Oreal HyperBoost Max,L'Oreal,Shampoo,Beauty,15509.92,3.4,31,shampoo,14,32,No,0
U4494,49,Male,Bangalore,43,12656.76,P85193,Boat UrbanStep Ultra,Boat,Headphones,Electronics,43077.34,4.3,25,headphones,27,15,Yes,1
U6956,27,Female,Chennai,0,44120.65,P32143,Samsung UrbanStep Neo,Samsung,Smartphone,Electronics,6186.11,2.9,22,smartphone,16,40,Yes,0
U3340,30,Male,Chennai,4,14977.77,P24655,Adidas VisionX Edge,Adidas,Running Shoes,Sports,49278.33,3.5,3,running shoes,41,39,Yes,1
U7098,25,Male,Mumbai,42,2314.56,P36054,Levi's UrbanStep Plus,Levi's,Jeans,Clothing,33186.37,2.8,57,jeans,35,8,Yes,0
U3402,34,Male,Pune,67,40912.94,P78350,Samsung UrbanStep Prime,Samsung,Smartphone,Electronics,62892.51,3.6,29,smartphone,60,32,No,0
U7304,18,Female,Kolkata,67,7666.05,P11694,L'Oreal PowerRun Ultra,L'Oreal,Shampoo,Beauty,82894.82,2.9,23,shampoo,59,23,Yes,0
U9659,43,Male,Pune,54,31499.61,P44363,Apple PowerRun Ultra,Apple,Smartphone,Electronics,81636.63,3.7,55,smartphone,13,19,No,1
U3125,21,Female,Chennai,3,10436.07,P82223,Lenovo AirFlex Plus,Lenovo,Laptop,Electronics,19580.07,4.3,56,laptop,28,19,No,1
U8530,20,Male,Mumbai,31,5799.33,P21814,Zara ComfortPro Prime,Zara,T-Shirt,Clothing,29555.41,3.7,33,t-shirt,45,23,Yes,1
U1638,48,Male,Hyderabad,99,24372.91,P77739,Samsung TrailBlaze Ultra,Samsung,Smartphone,Electronics,54817.05,4.4,52,smartphone,12,19,No,1
U7890,57,Female,Kolkata,40,23369.55,P39211,Pantene TrailBlaze Neo,Pantene,Shampoo,Beauty,14448.79,5.0,29,shampoo,29,8,No,0
U8352,58,Male,Hyderabad,0,23593.39,P54170,HP ComfortPro Elite,HP,Laptop,Electronics,784.52,4.2,54,laptop,33,40,No,1
U9369,46,Female,Delhi,33,17425.34,P37142,Dove VisionX Prime,Dove,Shampoo,Beauty,76708.38,3.5,58,shampoo,14,6,Yes,1
U3607,49,Male,Kolkata,7,14200.36,P74046,Apple ComfortPro Prime,Apple,Smartphone,Electronics,6058.41,4.3,39,smartphone,15,3,No,0
U4920,32,Male,Delhi,7,36874.09,P54818,Apple TrailBlaze Max,Apple,Smartphone,Electronics,75593.71,3.3,57,smartphone,45,21,No,1
U8878,30,Female,Bangalore,39,4803.37,P91167,Apple VisionX Max,Apple,Smartphone,Electronics,43881.38,4.1,15,smartphone,3,1,Yes,0
U8829,48,Female,Delhi,12,36691.46,P99472,Mamaearth UrbanStep Prime,Mamaearth,Shampoo,Beauty,73302.45,4.9,47,shampoo,48,27,Yes,1
U8577,19,Female,Pune,36,33236.21,P35724,Mamaearth VisionX Active,Mamaearth,Shampoo,Beauty,76463.95,3.7,51,shampoo,49,3,No,0
U9880,44,Male,Chennai,6,39806.27,P65204,OnePlus AirFlex Pro X,OnePlus,Smartphone,Electronics,42415.56,4.7,14,smartphone,52,1,Yes,1
U3546,22,Female,Chennai,54,23054.14,P40364,Adidas SmartFit Ultra,Adidas,Running Shoes,Sports,61552.7,3.5,52,running shoes,14,2,No,0
U3152,58,Female,Kolkata,96,18003.46,P90194,Zara PowerRun Advance,Zara,T-Shirt,Clothing,78296.9,4.0,19,t-shirt,19,38,Yes,1
U1988,53,Female,Bangalore,67,8816.72,P17642,Dove TrailBlaze Elite,Dove,Shampoo,Beauty,96340.52,2.9,2,shampoo,19,15,Yes,0
U4108,44,Female,Pune,46,9558.43,P27457,Nike ComfortPro Ultra,Nike,Running Shoes,Sports,4329.1,3.9,46,running shoes,23,12,Yes,1
U5675,37,Male,Kolkata,80,43874.63,P96164,Samsung ComfortPro Max,Samsung,Smartphone,Electronics,94049.18,3.3,8,smartphone,42,3,No,0
U3426,40,Female,Delhi,49,37430.1,P64517,Puma VisionX Max,Puma,Sneakers,Sports,72031.35,3.9,1,sneakers,13,3,Yes,1
U1879,22,Male,Chennai,31,34966.18,P66608,Levi's TrailBlaze Ultra,Levi's,Jeans,Clothing,28241.31,3.9,16,jeans,45,20,No,0
U2522,45,Male,Pune,59,12520.14,P52773,Head SmartFit Prime,Head & Shoulders,Shampoo,Beauty,1176.88,3.6,7,shampoo,46,21,No,0
U8640,48,Female,Hyderabad,65,21150.28,P28656,Dove ComfortPro Max,Dove,Shampoo,Beauty,75203.18,4.5,37,shampoo,58,39,No,0
U6133,21,Male,Delhi,11,18689.85,P88172,Puma SmartFit Pro X,Puma,Sneakers,Sports,40051.98,4.8,19,sneakers,57,11,Yes,1
U9779,51,Female,Hyderabad,50,21001.38,P38859,Dove VisionX Edge,Dove,Shampoo,Beauty,68984.72,3.2,13,shampoo,2,11,No,0
U3087,25,Female,Kolkata,34,11593.88,P91049,Mamaearth UrbanStep Elite,Mamaearth,Shampoo,Beauty,43262.61,4.7,2,shampoo,13,40,No,0
U2025,54,Female,Delhi,17,36768.67,P85231,Mamaearth HyperBoost Edge,Mamaearth,Shampoo,Beauty,79195.46,4.8,29,shampoo,7,28,No,0
U8831,22,Male,Kolkata,17,37795.75,P26897,Head PowerRun Plus,Head & Shoulders,Shampoo,Beauty,50676.53,2.9,4,shampoo,34,27,No,0
